id	length
LOC100570558	1404
LOC100570559	2808
LOC100570564	2460
LOC100570565	1785
LOC100570566	720
LOC100570568	355.5
LOC100570569	960
LOC100570572	642
LOC100570576	828
LOC100570580	1275
LOC100570582	1245
LOC100570583	663
LOC100570586	339
LOC100570589	1497
LOC100570590	2445
LOC100570594	972
LOC100570599	1290
LOC100570600	846
LOC100570601	612
LOC100570602	918
LOC100570603	417
LOC100570604	867
LOC100570608	408
LOC100570611	471
LOC100570612	351
LOC100570613	1200
LOC100570614	774
LOC100570619	3474
LOC100570621	841.5
LOC100570622	549
LOC100570626	1011
LOC100570627	567
LOC100570628	369
LOC100570629	312
LOC100570630	505.5
LOC100570631	972
LOC100570632	1407
LOC100570633	894
LOC100570634	7254
LOC100570635	378
LOC100570637	615
LOC100570638	330
LOC100570639	441
LOC100570640	792
LOC100570641	639
LOC100570643	240
LOC100570644	3453
LOC100570645	396
LOC100570649	1215
LOC100570653	417
LOC100570658	798
LOC100570661	1809
LOC100570665	1745.25
LOC100570666	795
LOC100570667	585
LOC100570668	667.5
LOC100570670	459
LOC100570672	855
LOC100570675	327
LOC100570678	429
LOC100570683	1377
LOC100570684	2031
LOC100570687	1281
LOC100570688	324
LOC100570690	399
LOC100570692	1824
LOC100570693	1074
LOC100570696	588
LOC100570702	627
LOC100570709	591
LOC100570710	1389
LOC100570711	2193
LOC100570714	829
LOC100570718	1491
LOC100570719	1911
LOC100570720	987
LOC100570722	1659.75
LOC100570725	417
LOC100570726	1218
LOC100570729	1413
LOC100570731	402
LOC100570732	513
LOC100570734	531
LOC100570735	978
LOC100570737	444
LOC100570739	696
LOC100570741	381
LOC100570742	957
LOC100570743	1134
LOC100570746	768
LOC100570748	543
LOC100570752	2196
LOC100570753	882
LOC100570754	1011
LOC100570755	1449
LOC100570757	1044
LOC100570759	393
LOC100570764	513
LOC100570766	1257
LOC100570770	597
LOC100570772	750
LOC100570773	621
LOC100570775	774
LOC100570776	387
LOC100570778	588
LOC100570779	864
LOC100570780	453
LOC100570784	726
LOC100570786	1203
LOC100570787	1290
LOC100570788	1482
LOC100570789	1149
LOC100570791	1842
LOC100570792	900
LOC100570797	1212
LOC100570799	369
LOC100570802	1254
LOC100570805	942
LOC100570807	1578
LOC100570808	418.5
LOC100570810	1197.75
LOC100570811	864
LOC100570812	3661
LOC100570813	741
LOC100570815	528
LOC100570816	2205
LOC100570817	1059
LOC100570818	870
LOC100570820	2433
LOC100570821	540
LOC100570822	1296
LOC100570824	855
LOC100570826	1743
LOC100570831	474
LOC100570832	1371
LOC100570835	1887
LOC100570838	378
LOC100570840	1614
LOC100570846	1179
LOC100570848	816
LOC100570854	729
LOC100570855	792
LOC100570856	618
LOC100570857	1645.5
LOC100570860	1806
LOC100570861	468
LOC100570862	597
LOC100570863	3255
LOC100570868	1275
LOC100570869	1479
LOC100570870	1743
LOC100570872	339
LOC100570876	2298
LOC100570877	372
LOC100570880	1728
LOC100570881	828
LOC100570885	2109
LOC100570887	1272
LOC100570890	501
LOC100570891	3498
LOC100570895	408
LOC100570896	1374
LOC100570897	1575
LOC100570898	501
LOC100570900	567
LOC100570901	486
LOC100570902	1192.2
LOC100570903	1467
LOC100570906	1452
LOC100570908	792
LOC100570909	1806
LOC100570911	1624
LOC100570914	935
LOC100570916	474
LOC100570917	600
LOC100570919	501
LOC100570920	519
LOC100570921	738
LOC100570926	2065
LOC100570927	540
LOC100570928	1053
LOC100570929	1059
LOC100570933	1710
LOC100570939	618
LOC100570942	474
LOC100570947	3876
LOC100570950	582
LOC100570951	600
LOC100570952	3087
LOC100570953	486
LOC100570954	330
LOC100570955	1377
LOC100570957	828
LOC100570958	546
LOC100570959	1824
LOC100570960	402
LOC100570961	10915.5
LOC100570963	582
LOC100570969	189
LOC100570970	318
LOC100570971	723
LOC100570974	396
LOC100570975	390
LOC100570977	977
LOC100570978	1512
LOC100570981	393
LOC100570984	639
LOC100570985	384
LOC100570986	1185
LOC100570987	1336.5
LOC100570989	8105.4
LOC100570990	423
LOC100570991	639
LOC100570992	2130
LOC100570994	996
LOC100570995	690
LOC100570996	1425
LOC100570997	1428
LOC100570998	1401
LOC100571000	2523
LOC100571003	687
LOC100571011	849
LOC100571012	984
LOC100571019	1425
LOC100571023	477
LOC100571025	546
LOC100571026	846
LOC100571030	564
LOC100571031	1206
LOC100571032	1911
LOC100571034	1992
LOC100571035	534
LOC100571036	252
LOC100571039	1762.5
LOC100571040	1752
LOC100571044	1218
LOC100571045	1257
LOC100571050	1380
LOC100571051	1264.5
LOC100571052	1425
LOC100571054	1035
LOC100571057	2850
LOC100571059	1028
LOC100571061	474
LOC100571062	267
LOC100571064	741
LOC100571066	504
LOC100571068	1224
LOC100571069	1323
LOC100571075	1314
LOC100571080	2523
LOC100571081	912
LOC100571082	747
LOC100571084	3812
LOC100571085	414
LOC100571087	420
LOC100571088	1218
LOC100571089	510
LOC100571091	2067
LOC100571094	576
LOC100571095	990
LOC100571097	855
LOC100571098	1074
LOC100571100	2082
LOC100571102	303
LOC100571104	1191
LOC100571105	867
LOC100571106	3471
LOC100571110	3339
LOC100571111	621
LOC100571113	1767
LOC100571124	1146
LOC100571125	444
LOC100571126	1093
LOC100571132	630
LOC100571134	795
LOC100571136	996
LOC100571137	1122
LOC100571138	1098
LOC100571139	447
LOC100571140	639
LOC100571141	615
LOC100571143	1201.5
LOC100571145	1518
LOC100571147	4185
LOC100571148	1002
LOC100571149	396
LOC100571155	1239
LOC100571157	387
LOC100571158	561
LOC100571160	1410
LOC100571161	378
LOC100571165	1023
LOC100571166	312
LOC100571167	1224
LOC100571170	213
LOC100571171	1158
LOC100571172	480
LOC100571173	435
LOC100571176	408
LOC100571178	1797
LOC100571179	288
LOC100571180	615
LOC100571182	429
LOC100571187	498
LOC100571188	510
LOC100571189	1003.5
LOC100571190	420
LOC100571193	1074
LOC100571195	669
LOC100571196	345
LOC100571197	3369
LOC100571200	513
LOC100571201	1116
LOC100571202	291
LOC100571203	729
LOC100571210	435
LOC100571212	990
LOC100571213	798
LOC100571214	528
LOC100571216	513
LOC100571217	1104
LOC100571221	780
LOC100571223	328.5
LOC100571224	909.75
LOC100571226	1542
LOC100571227	630
LOC100571229	1314
LOC100571230	873
LOC100571231	732
LOC100571233	675
LOC100571234	510
LOC100571236	1495.5
LOC100571237	2154
LOC100571239	628.8
LOC100571240	2190
LOC100571241	507
LOC100571242	786
LOC100571243	945
LOC100571248	183
LOC100571250	687
LOC100571252	435
LOC100571261	510
LOC100571262	1161
LOC100571266	1734
LOC100571267	1002
LOC100571269	1707
LOC100571270	4167
LOC100571272	1521
LOC100571273	1944
LOC100571276	388
LOC100571277	4824
LOC100571279	195
LOC100571280	1464
LOC100571284	480
LOC100571286	2229
LOC100571288	1251
LOC100571289	753
LOC100571291	717
LOC100571293	1200
LOC100571294	414
LOC100571297	381
LOC100571299	1836
LOC100571300	1512
LOC100571302	1002
LOC100571304	825
LOC100571306	735
LOC100571308	234
LOC100571309	1338
LOC100571312	1137
LOC100571315	570
LOC100571316	7359
LOC100571318	885
LOC100571322	519
LOC100571324	5259
LOC100571326	2121
LOC100571328	4734
LOC100571330	750
LOC100571331	723
LOC100571334	1578
LOC100571335	318
LOC100571336	480
LOC100571338	672
LOC100571341	414
LOC100571342	1698
LOC100571344	615
LOC100571345	1008
LOC100571347	693
LOC100571352	324
LOC100571353	2131.28571428571
LOC100571354	1203
LOC100571358	570
LOC100571359	1116
LOC100571360	1308
LOC100571361	1254
LOC100571362	283.5
LOC100571363	978
LOC100571368	1695
LOC100571369	681
LOC100571373	3063
LOC100571379	1997.57142857143
LOC100571382	819
LOC100571388	393
LOC100571389	246
LOC100571391	4046.25
LOC100571392	1278
LOC100571393	1149
LOC100571394	645
LOC100571395	627
LOC100571398	564
LOC100571400	588
LOC100571404	1293
LOC100571406	990
LOC100571410	489
LOC100571412	534
LOC100571413	3141
LOC100571417	615
LOC100571424	399
LOC100571426	912
LOC100571427	945
LOC100571428	678
LOC100571430	204
LOC100571432	534
LOC100571433	993
LOC100571434	234
LOC100571435	1230
LOC100571443	229.5
LOC100571445	2154
LOC100571446	402
LOC100571447	1704
LOC100571451	468
LOC100571453	414
LOC100571454	1701
LOC100571459	450
LOC100571463	4824
LOC100571465	1404
LOC100571471	318
LOC100571472	1023
LOC100571473	438
LOC100571474	897
LOC100571477	369
LOC100571478	777
LOC100571480	1407
LOC100571484	513
LOC100571485	1026
LOC100571486	3063
LOC100571489	600
LOC100571490	3222.75
LOC100571491	6379.5
LOC100571496	423
LOC100571497	246
LOC100571498	330
LOC100571500	795
LOC100571501	867
LOC100571507	321
LOC100571508	438
LOC100571513	1245
LOC100571514	1089
LOC100571516	337.5
LOC100571520	861
LOC100571522	6615
LOC100571525	1356
LOC100571528	1291.5
LOC100571531	4032
LOC100571536	1011
LOC100571539	1314
LOC100571540	507
LOC100571541	804
LOC100571545	414
LOC100571546	492
LOC100571549	1315.5
LOC100571551	1344
LOC100571557	225
LOC100571558	861
LOC100571559	453
LOC100571561	1413
LOC100571564	555
LOC100571566	462
LOC100571568	381
LOC100571572	1407
LOC100571574	4644
LOC100571575	828
LOC100571576	471
LOC100571577	930
LOC100571579	2100
LOC100571580	1356
LOC100571582	535.5
LOC100571583	1254
LOC100571584	378
LOC100571585	1794
LOC100571586	3171
LOC100571587	366
LOC100571588	939
LOC100571592	4038
LOC100571594	2574
LOC100571596	1182
LOC100571597	1782
LOC100571599	918
LOC100571600	1710
LOC100571603	507
LOC100571607	873
LOC100571609	1920
LOC100571610	801
LOC100571611	276
LOC100571612	615
LOC100571613	570
LOC100571614	471
LOC100571615	1185
LOC100571617	699
LOC100571618	1065
LOC100571620	600
LOC100571622	1113
LOC100571623	1207.5
LOC100571625	555
LOC100571627	342
LOC100571629	519
LOC100571630	405
LOC100571631-2	462
LOC100571632	588
LOC100571633	629
LOC100571638	333
LOC100571640	1704
LOC100571643	1068
LOC100571647	921
LOC100571648	546
LOC100571649	1365
LOC100571653	1833
LOC100571655	828
LOC100571656	1494
LOC100571660	237
LOC100571662	507
LOC100571664	573
LOC100571665	378
LOC100571667	2277
LOC100571668	1803
LOC100571673	396
LOC100571674	3987.75
LOC100571675	297
LOC100571676	1080
LOC100571680	1011
LOC100571688	759
LOC100571690	2073
LOC100571691	513
LOC100571693	348
LOC100571694	711
LOC100571696	591
LOC100571699	1785
LOC100571703	579
LOC100571705	1242
LOC100571709	1044
LOC100571712	372
LOC100571719	570
LOC100571720	1164
LOC100571721	930
LOC100571724	4134
LOC100571727	1014
LOC100571728	2046
LOC100571730	981
LOC100571731	456
LOC100571733	825
LOC100571734	999
LOC100571740	543
LOC100571742	529.5
LOC100571743	1794
LOC100571744	1077
LOC100571745	1368
LOC100571746	1032
LOC100571749	1435.8
LOC100571753	2339
LOC100571755	2157
LOC100571756	525
LOC100571758	1014
LOC100571759	948
LOC100571760	1464
LOC100571762	2988
LOC100571765	366
LOC100571769	504
LOC100571771	873
LOC100571773	1716
LOC100571774	663
LOC100571775	1836
LOC100571776	4395
LOC100571777	1512
LOC100571778	518
LOC100571780	627
LOC100571783	891
LOC100571784	1263
LOC100571785	1632
LOC100571790	660
LOC100571797	1149
LOC100571800	765
LOC100571801	1062
LOC100571805	1740
LOC100571809	1401
LOC100571812	282
LOC100571813	552
LOC100571814	2280
LOC100571817	894
LOC100571818	576
LOC100571820	723
LOC100571823	522
LOC100571824	1494
LOC100571826	1005
LOC100571829	516
LOC100571832	5980.5
LOC100571833	2388
LOC100571834	819
LOC100571840	231
LOC100571841	423
LOC100571843	474
LOC100571844	1746
LOC100571846	1785
LOC100571849	264
LOC100571851	1143
LOC100571852	948
LOC100571853	1971
LOC100571856	1053
LOC100571857	519
LOC100571858	1437
LOC100571859	603
LOC100571860	774
LOC100571864	2796
LOC100571865	1110
LOC100571867	690
LOC100571868	1356
LOC100571869	426
LOC100571874	1545
LOC100571875	483
LOC100571876	1614
LOC100571879	636
LOC100571880	405
LOC100571882	516
LOC100571883	1083
LOC100571884	513
LOC100571887	618
LOC100571889	852
LOC100571897	582
LOC100571898	1530
LOC100571901	306
LOC100571902	496.5
LOC100571903	924
LOC100571904	429
LOC100571906	1525.5
LOC100571907	6858
LOC100571910	4566
LOC100571911	2043
LOC100571912	1530
LOC100571913	1275
LOC100571915	371
LOC100571917	1113
LOC100571918	270
LOC100571922	414
LOC100571928	699
LOC100571929	633
LOC100571935	1764
LOC100571936	741
LOC100571942	1608
LOC100571943	471
LOC100571948	639
LOC100571950	3555
LOC100571957	1314
LOC100571958	396
LOC100571959	849
LOC100571960	354
LOC100571961	2109
LOC100571963	762
LOC100571964	834
LOC100571965	969
LOC100571967	480
LOC100571968	1872
LOC100571970	810
LOC100571974	903
LOC100571975	414
LOC100571977	933
LOC100571978	2466
LOC100571979	1722
LOC100571980	1029
LOC100571982	1293
LOC100571985	834
LOC100571986	351
LOC100571987	1683
LOC100571990	354
LOC100571991	552
LOC100571992	375
LOC100571993	2769
LOC100571994	624
LOC100571995	1101
LOC100571997	285
LOC100571998	969
LOC100571999	537
LOC100572000	1551
LOC100572003	525
LOC100572005	447
LOC100572006	1221
LOC100572007	1414.5
LOC100572008	672
LOC100572013	927
LOC100572014	508.5
LOC100572017	582
LOC100572019	690
LOC100572022	388.5
LOC100572026	583.5
LOC100572027	663
LOC100572028	255
LOC100572030	378
LOC100572033	924
LOC100572034	855
LOC100572035	2874
LOC100572037	354
LOC100572039	1199
LOC100572040	789
LOC100572041	4011
LOC100572043	492
LOC100572046	1110
LOC100572049	1536
LOC100572057	834
LOC100572060	582
LOC100572062	819
LOC100572065	2142
LOC100572066	396
LOC100572068	729
LOC100572071	411
LOC100572072	909
LOC100572074	1527
LOC100572076	723
LOC100572077	630
LOC100572078	543
LOC100572081	1243
LOC100572091	2502
LOC100572094	1503
LOC100572095	768
LOC100572096	384
LOC100572097	564
LOC100572098	397
LOC100572101	1572
LOC100572102	405
LOC100572104	2538
LOC100572105	309
LOC100572106	1584
LOC100572108	597
LOC100572110	609
LOC100572111	2387
LOC100572112	456
LOC100572117	657
LOC100572118	789
LOC100572119	726
LOC100572121	4050
LOC100572122	432
LOC100572123	501
LOC100572126	426
LOC100572127	1227
LOC100572128	2220
LOC100572133	1656
LOC100572136	621
LOC100572137	474
LOC100572142	987
LOC100572144	1149
LOC100572147	456
LOC100572149	1620
LOC100572150	996
LOC100572151	1101
LOC100572153	438
LOC100572154	1089
LOC100572155	804
LOC100572161	2151
LOC100572162	507
LOC100572166	498
LOC100572168	831
LOC100572169	867
LOC100572175	1276
LOC100572177	378
LOC100572182	582
LOC100572183	927
LOC100572184	1323
LOC100572185	423
LOC100572186	912
LOC100572187	417
LOC100572189	2076
LOC100572191	645
LOC100572192	438
LOC100572193	1053
LOC100572197	10785
LOC100572198	1536
LOC100572199	927
LOC100572202	234
LOC100572205	816
LOC100572206	3567
LOC100572207	1572
LOC100572209	1896
LOC100572210	999
LOC100572211	1116
LOC100572213	1071
LOC100572214	552
LOC100572218	1350
LOC100572219	1248
LOC100572221	1087.5
LOC100572222	3951
LOC100572224	1137
LOC100572228	786
LOC100572231	1557
LOC100572232	288
LOC100572234	279
LOC100572235	342
LOC100572240	1281
LOC100572241	379.5
LOC100572242	891
LOC100572243	1302
LOC100572246	957
LOC100572247	1635
LOC100572249	1305
LOC100572256	348
LOC100572258	648
LOC100572260	681
LOC100572261	228
LOC100572263	1356
LOC100572267	360
LOC100572268	1491
LOC100572272	183
LOC100572273	792
LOC100572274	1110
LOC100572275	2517
LOC100572277	963
LOC100572278	909
LOC100572280	2148
LOC100572283	732
LOC100572285	424.5
LOC100572289	1656
LOC100572290	903
LOC100572293	759
LOC100572295	1338
LOC100572298	735
LOC100572300	723
LOC100572301	369
LOC100572304	351
LOC100572305	544.5
LOC100572308	1350
LOC100572309	1431
LOC100572310	399
LOC100572314	378
LOC100572315	825
LOC100572317	891
LOC100572318	1044
LOC100572320	435
LOC100572321	399
LOC100572322	753
LOC100572324	555
LOC100572326	1326
LOC100572328	1232.4
LOC100572329	1746
LOC100572330	381
LOC100572331	627
LOC100572335	720
LOC100572337	1050
LOC100572339	1710
LOC100572343	606
LOC100572344	846
LOC100572346	330
LOC100572347	918
LOC100572348	1044
LOC100572349	306
LOC100572350	1218
LOC100572351	322.5
LOC100572352	264
LOC100572353	303
LOC100572355	384
LOC100572358	1497
LOC100572359	387
LOC100572360	864
LOC100572365	2747.4
LOC100572366	1599
LOC100572369	975
LOC100572373	1122
LOC100572374	1698
LOC100572375	1407
LOC100572376	1488
LOC100572377	2091
LOC100572379	1116
LOC100572380	699
LOC100572384	1338
LOC100572385	543
LOC100572390	1242
LOC100572392	1269
LOC100572393	1144.875
LOC100572394	900
LOC100572395	498
LOC100572396	1083
LOC100572399	369
LOC100572407	885
LOC100572411	954
LOC100572413	679.5
LOC100572415	1044
LOC100572416	1227
LOC100572425	810
LOC100572427	507
LOC100572430	501
LOC100572431	1581
LOC100572434	849
LOC100572435	867
LOC100572443	1575
LOC100572444	1104
LOC100572445	1554
LOC100572448	846
LOC100572451	4805
LOC100572452	669
LOC100572457	255
LOC100572461	1266
LOC100572463	963
LOC100572464	1257
LOC100572465	2379
LOC100572467	564
LOC100572468	1962
LOC100572470	354
LOC100572473	1260
LOC100572476	321
LOC100572479	369
LOC100572480	1356
LOC100572486	552
LOC100572490	1638
LOC100572493	2001
LOC100572495	1056
LOC100572496	1566
LOC100572497	1650
LOC100572498	879
LOC100572499	2247
LOC100572500	459
LOC100572502	1056
LOC100572504	1116
LOC100572507	1170
LOC100572510	1743
LOC100572511	667.5
LOC100572512	709.8
LOC100572515	365
LOC100572516	282
LOC100572518	1608
LOC100572519	444
LOC100572522	1380
LOC100572524	837
LOC100572525	1767
LOC100572526	909
LOC100572528	1809
LOC100572531	699
LOC100572534	1200
LOC100572538	885
LOC100572539	5517
LOC100572540	1818
LOC100572541	1558.5
LOC100572542	360
LOC100572544	1692.6
LOC100572547	756
LOC100572550	294
LOC100572556	645
LOC100572557	2415.75
LOC100572561	1185
LOC100572564	324
LOC100572565	1059
LOC100572567	669
LOC100572568	447
LOC100572569	927
LOC100572572	702
LOC100572574	789
LOC100572575	501
LOC100572576	1512
LOC100572583	306
LOC100572584	1533
LOC100572587	915
LOC100572588	693
LOC100572589	549
LOC100572592	462
LOC100572597	1446
LOC100572599	1125
LOC100572600	1041
LOC100572601	1230
LOC100572602	1825.5
LOC100572604	882
LOC100572605	1875
LOC100572607	1446
LOC100572612	1629
LOC100572614	972
LOC100572615	1197
LOC100572616	540
LOC100572617	2106
LOC100572619	1182
LOC100572620	1506
LOC100572622	5826
LOC100572625	1440
LOC100572628	435
LOC100572631	1225
LOC100572633	861
LOC100572639	433.5
LOC100572646	1446
LOC100572647	669
LOC100572650	1053
LOC100572651	735
LOC100572656	399
LOC100572657	636
LOC100572658	3663
LOC100572659	1276
LOC100572661	495
LOC100572662	2017.5
LOC100572663	1518
LOC100572668	2139
LOC100572669	729
LOC100572672	1326
LOC100572674	3663
LOC100572675	1041
LOC100572676	935
LOC100572677	1362
LOC100572681	1734
LOC100572683	1746
LOC100572687	672
LOC100572688	279
LOC100572689	495
LOC100572696	420
LOC100572698	1011
LOC100572699	891
LOC100572700	1128
LOC100572703	948
LOC100572704	2811.66666666667
LOC100572705	684
LOC100572706	1389
LOC100572713	1287
LOC100572714	1491
LOC100572715	1386
LOC100572721	1288
LOC100572723	1644
LOC100572725	2388
LOC100572728	366
LOC100572731	1330.5
LOC100572734	729
LOC100572736	1510.5
LOC100572737	582
LOC100572738	1647
LOC100572739	1122
LOC100572740	354
LOC100572741	321
LOC100572742	825
LOC100572744	1371
LOC100572746	1430
LOC100572751	987
LOC100572752	861
LOC100572753	1071
LOC100572754	933
LOC100572755	1002
LOC100572756	270
LOC100572757	1461
LOC100572759	916.5
LOC100572760	414
LOC100572761	3663
LOC100572765	690
LOC100572768	360
LOC100572769	1966
LOC100572770	4762.5
LOC100572774	585
LOC100572776	2043
LOC100572778	1728
LOC100572781	843
LOC100572786	612
LOC100572787	306
LOC100572790	1245
LOC100572792	1170
LOC100572793	2097
LOC100572794	1603.6
LOC100572795	1071
LOC100572796	597
LOC100572797	903
LOC100572801	1113
LOC100572802	1293
LOC100572803	1020
LOC100572806	645
LOC100572808	1431
LOC100572810	462
LOC100572811	702
LOC100572813	422
LOC100572814	588
LOC100572817	387
LOC100572819	1335
LOC100572820	519
LOC100572821	1161
LOC100572823	726
LOC100572824	738
LOC100572825	1083
LOC100572826	364.5
LOC100572827	1299
LOC100572829	930
LOC100572832	375
LOC100572833	609
LOC100572837	541.5
LOC100572840	321
LOC100572842	1479
LOC100572843	1330.5
LOC100572846	3345
LOC100572849	666
LOC100572850	438
LOC100572851	1371
LOC100572853	2625
LOC100572854	3071.5
LOC100572856	1602
LOC100572859	1446
LOC100572862	1431
LOC100572863	771
LOC100572866	789
LOC100572867	801
LOC100572868	1728
LOC100572869	1068
LOC100572870	437
LOC100572872	1600
LOC100572874	987
LOC100572876	261
LOC100572878	612
LOC100572887	1071
LOC100572889	946.5
LOC100572891	1524
LOC100572895	417
LOC100572896	1683
LOC100572897	1060.5
LOC100572899	5043
LOC100572901	483
LOC100572902	420
LOC100572906	1143.75
LOC100572910	393
LOC100572911	894
LOC100572913	1758
LOC100572915	1671
LOC100572916	315
LOC100572917	3783
LOC100572918	570
LOC100572922	675
LOC100572923	924
LOC100572931	1506
LOC100572933	351
LOC100572937	2186.25
LOC100572938	744
LOC100572939	4434
LOC100572943	489
LOC100572944	513
LOC100572945	210
LOC100572947	3918
LOC100572949	744
LOC100572953	1608
LOC100572954	1011
LOC100572955	364.5
LOC100572962	963
LOC100572963	702
LOC100572966	594
LOC100572968	1095
LOC100572970	3676.5
LOC100572971	354
LOC100572974	1006.5
LOC100572979	705
LOC100572981	1143
LOC100572983	765
LOC100572987	837
LOC100572989	1536
LOC100572990	472.5
LOC100572991	1449
LOC100572992	345
LOC100572993	597
LOC100572994	300
LOC100572995	2499
LOC100572996	1185
LOC100572997	834
LOC100572998	252
LOC100573000	666
LOC100573001	378
LOC100573007	1509
LOC100573008	1039.5
LOC100573013	810
LOC100573014	291
LOC100573017	2199
LOC100573018	591
LOC100573019	246
LOC100573020	3985.5
LOC100573022	375
LOC100573023	282
LOC100573024	372
LOC100573027	414
LOC100573028	471
LOC100573029	897
LOC100573030	351
LOC100573031	744
LOC100573032	11031
LOC100573034	627
LOC100573035	792
LOC100573036	1350
LOC100573039	5784
LOC100573040	1725
LOC100573041	855
LOC100573042	330
LOC100573045	309
LOC100573056	864
LOC100573057	1341
LOC100573058	201
LOC100573061	1197
LOC100573063	612
LOC100573067	1071
LOC100573070	684
LOC100573071	456
LOC100573072	1089
LOC100573073	1221
LOC100573076	1089
LOC100573077	555
LOC100573080	720
LOC100573082	1194
LOC100573084	975
LOC100573086	429
LOC100573090	1608
LOC100573091	381
LOC100573093	342
LOC100573094	471
LOC100573095	366
LOC100573097	819
LOC100573100	930
LOC100573101	537
LOC100573103	714
LOC100573104	1839
LOC100573106	1502
LOC100573110	1638
LOC100573112	1773
LOC100573113	1356
LOC100573114	315
LOC100573117	255
LOC100573120	897
LOC100573121	843
LOC100573125	513
LOC100573127	1065
LOC100573128	783
LOC100573131	3054
LOC100573134	864
LOC100573135	999
LOC100573137	588
LOC100573146	342
LOC100573147	1038
LOC100573148	1722
LOC100573150	1002
LOC100573151	360
LOC100573152	1269
LOC100573153	1221
LOC100573155	1329
LOC100573156	543
LOC100573162	417
LOC100573163	237
LOC100573166	384
LOC100573168	396
LOC100573169	2847
LOC100573172	633
LOC100573175	654
LOC100573176	1074
LOC100573177	855
LOC100573178	423
LOC100573179	688.5
LOC100573183	444
LOC100573184	645
LOC100573186	666
LOC100573189	2409
LOC100573190	936
LOC100573191	1221
LOC100573197	807
LOC100573202	459
LOC100573203	411
LOC100573206	492
LOC100573207	492
LOC100573208	543
LOC100573212	492
LOC100573220	177
LOC100573221	735
LOC100573222	360
LOC100573224	1353
LOC100573225	343.5
LOC100573227	3948
LOC100573228	699
LOC100573230	456
LOC100573232	1731
LOC100573235	435
LOC100573238	1276.5
LOC100573239	1557
LOC100573240	504
LOC100573243	1074
LOC100573244	1839
LOC100573245	1212
LOC100573248	539
LOC100573251	814.5
LOC100573254	507
LOC100573257	963
LOC100573260	1755
LOC100573261	984
LOC100573263	1671
LOC100573267	531
LOC100573268	564
LOC100573273	1116
LOC100573274	2136
LOC100573276	486
LOC100573279	1279.5
LOC100573280	1287
LOC100573281	747
LOC100573282	801
LOC100573283	1773
LOC100573289	243
LOC100573290	1539
LOC100573291	5184
LOC100573292	1380
LOC100573296	3117
LOC100573297	1308
LOC100573300	813
LOC100573303	1025.4
LOC100573304	312
LOC100573305	603
LOC100573308	1176
LOC100573312	426
LOC100573313	1548
LOC100573315	915
LOC100573316	2100
LOC100573319	2196
LOC100573322	777
LOC100573323	1151.4
LOC100573325	1500
LOC100573328	561
LOC100573332	1272
LOC100573338	798
LOC100573339	441
LOC100573341	345
LOC100573342	360
LOC100573344	429
LOC100573346	777
LOC100573350	1443
LOC100573351	2019
LOC100573354	237
LOC100573355	762
LOC100573356	2073
LOC100573357	939
LOC100573358	1503
LOC100573360	2580
LOC100573362	840
LOC100573363	678
LOC100573364	822
LOC100573365	549
LOC100573366	702
LOC100573369	669
LOC100573370	1089
LOC100573371	1215
LOC100573372	1873.5
LOC100573379	711
LOC100573381	1434
LOC100573384	843
LOC100573385	1272
LOC100573386	1240.5
LOC100573388	207
LOC100573389	1314
LOC100573391	519
LOC100573395	2315
LOC100573396	596
LOC100573397	696
LOC100573400	772.5
LOC100573401	2103
LOC100573402	1345
LOC100573403	462
LOC100573404	918
LOC100573406	405
LOC100573408	825
LOC100573409	1071
LOC100573411	2067
LOC100573412	1636.5
LOC100573415	813
LOC100573417	321
LOC100573418	3760.5
LOC100573422	1173
LOC100573423	1248
LOC100573424	3309
LOC100573427	681
LOC100573428	867.6
LOC100573429	462
LOC100573430	588
LOC100573435	1149
LOC100573437	516
LOC100573439	714.6
LOC100573442	1122
LOC100573444	981
LOC100573445	795
LOC100573448	1581
LOC100573449	549
LOC100573450	354
LOC100573451	510
LOC100573453	504
LOC100573454	1038
LOC100573458	1974
LOC100573459	240
LOC100573461	750
LOC100573463	610
LOC100573468	963
LOC100573469	387
LOC100573470	627
LOC100573471	5745
LOC100573472	1254
LOC100573475	1205
LOC100573476	351
LOC100573477	1989
LOC100573479	636
LOC100573483	642
LOC100573486	873
LOC100573487	795
LOC100573490	1932
LOC100573492	573
LOC100573493	1539
LOC100573494	1620
LOC100573496	816
LOC100573497	1011
LOC100573498	465
LOC100573499	477
LOC100573502	363
LOC100573503	588
LOC100573504	807
LOC100573506	762
LOC100573507	1699
LOC100573509	2283
LOC100573511	519
LOC100573512	927
LOC100573514	1623
LOC100573515	1185
LOC100573518	243
LOC100573520	2040
LOC100573521	1170
LOC100573526	786
LOC100573528	2461.5
LOC100573530	414
LOC100573532	938
LOC100573534	549
LOC100573535	585
LOC100573539	1476
LOC100573540	1299
LOC100573541	1212
LOC100573542	1302
LOC100573544	765
LOC100573546	1485
LOC100573547	639
LOC100573548	1308
LOC100573550	408
LOC100573552	726
LOC100573553	444
LOC100573556	672
LOC100573557	1989
LOC100573561	435
LOC100573562	489
LOC100573568	1557
LOC100573573	882
LOC100573575	441
LOC100573576	2052
LOC100573577	669
LOC100573579	1399.5
LOC100573581	501
LOC100573582	756
LOC100573584	1242
LOC100573587	357
LOC100573588	2172
LOC100573589	4377
LOC100573591	1044
LOC100573593	1452
LOC100573594	1011
LOC100573598	690
LOC100573599	402
LOC100573600	867
LOC100573601	1374
LOC100573604	360
LOC100573605	1212
